Date,Time,Open,High,Low,Close,Tick volume
2023.05.01,00:00:00,1.10106,1.10143,1.10045,1.10055,2845
2023.05.01,01:00:00,1.10055,1.10084,1.1002,1.1004,2535
2023.05.01,02:00:00,1.10037,1.10081,1.10007,1.10081,2012
2023.05.01,03:00:00,1.10081,1.1014,1.10053,1.1014,1934
2023.05.01,04:00:00,1.10143,1.10143,1.10032,1.10062,1883
2023.05.01,05:00:00,1.10063,1.10087,1.10008,1.10059,2229
2023.05.01,06:00:00,1.1006,1.10064,1.09947,1.09977,3772
2023.05.01,07:00:00,1.09978,1.10057,1.09963,1.10033,3970
2023.05.01,08:00:00,1.10033,1.10033,1.09914,1.09921,3454
2023.05.01,09:00:00,1.09921,1.10044,1.09882,1.10031,2478
2023.05.01,10:00:00,1.10029,1.10095,1.09996,1.10088,2476
2023.05.01,11:00:00,1.10091,1.1014,1.10063,1.10133,3161
2023.05.01,12:00:00,1.10134,1.10335,1.10077,1.10327,6256
2023.05.01,13:00:00,1.10328,1.10355,1.1018,1.10187,5958
2023.05.01,14:00:00,1.10186,1.10186,1.09778,1.09815,12005
2023.05.01,15:00:00,1.09814,1.0982,1.09661,1.09692,6222
2023.05.01,16:00:00,1.09692,1.09714,1.09643,1.09675,3494
2023.05.01,17:00:00,1.09674,1.0972,1.09653,1.09719,2672
2023.05.01,18:00:00,1.09718,1.09756,1.09687,1.09694,2653
2023.05.01,19:00:00,1.09694,1.09733,1.09657,1.09727,2558
2023.05.01,20:00:00,1.09727,1.09766,1.09713,1.09741,2258
2023.05.01,21:00:00,1.09741,1.09757,1.09721,1.09753,332
2023.05.01,22:00:00,1.09752,1.0976,1.09733,1.09739,729
2023.05.01,23:00:00,1.09739,1.09742,1.09672,1.09687,1519
2023.05.02,00:00:00,1.09687,1.09791,1.09685,1.09789,2706
2023.05.02,01:00:00,1.09788,1.09943,1.09785,1.0988,3449
2023.05.02,02:00:00,1.09883,1.09913,1.0986,1.09885,1852
2023.05.02,03:00:00,1.09885,1.09886,1.09833,1.09839,1556
2023.05.02,04:00:00,1.0984,1.0989,1.0979,1.09845,3824
2023.05.02,05:00:00,1.09844,1.09927,1.09832,1.09834,3808
2023.05.02,06:00:00,1.09834,1.09946,1.0983,1.09914,4214
2023.05.02,07:00:00,1.09915,1.10066,1.09823,1.09855,7019
2023.05.02,08:00:00,1.09855,1.09865,1.09598,1.09718,8207
2023.05.02,09:00:00,1.09717,1.09817,1.09492,1.09526,6276
2023.05.02,10:00:00,1.09526,1.096,1.0948,1.09569,4409
2023.05.02,11:00:00,1.09569,1.09761,1.09568,1.09676,4613
2023.05.02,12:00:00,1.09676,1.09705,1.09541,1.09552,5423
2023.05.02,13:00:00,1.09552,1.09591,1.09422,1.09434,7414
2023.05.02,14:00:00,1.09432,1.0993,1.09431,1.09792,14613
2023.05.02,15:00:00,1.0979,1.09975,1.09776,1.09965,8321
2023.05.02,16:00:00,1.09964,1.1003,1.0994,1.09998,4317
2023.05.02,17:00:00,1.09998,1.10035,1.09946,1.09972,2576
2023.05.02,18:00:00,1.09974,1.10016,1.09971,1.10011,2361
2023.05.02,19:00:00,1.10012,1.10078,1.10003,1.10057,2089
2023.05.02,20:00:00,1.10057,1.10068,1.09975,1.09989,957
2023.05.02,21:00:00,1.09989,1.10025,1.09989,1.10003,753
2023.05.02,22:00:00,1.10013,1.10063,1.10003,1.10063,1125
2023.05.02,23:00:00,1.10063,1.10137,1.10048,1.10107,1404
2023.05.03,00:00:00,1.1011,1.10204,1.10048,1.10172,1898
2023.05.03,01:00:00,1.10173,1.1024,1.10128,1.10227,2265
2023.05.03,02:00:00,1.10228,1.10258,1.10197,1.10253,1795
2023.05.03,03:00:00,1.10252,1.10297,1.10251,1.10294,1324
2023.05.03,04:00:00,1.10294,1.10294,1.10212,1.10216,1613
2023.05.03,05:00:00,1.10217,1.10263,1.10182,1.102,2203
2023.05.03,06:00:00,1.10199,1.10317,1.10142,1.10306,3583
2023.05.03,07:00:00,1.10303,1.10411,1.10259,1.10343,5651
2023.05.03,08:00:00,1.10344,1.10468,1.10343,1.10395,4875
2023.05.03,09:00:00,1.10395,1.10468,1.10365,1.10403,4067
2023.05.03,10:00:00,1.10403,1.10404,1.10296,1.10328,3827
2023.05.03,11:00:00,1.10329,1.10436,1.10319,1.10395,3791
2023.05.03,12:00:00,1.10396,1.10435,1.1022,1.10384,7787
2023.05.03,13:00:00,1.10384,1.10434,1.10295,1.10316,6982
2023.05.03,14:00:00,1.10316,1.10593,1.10316,1.10527,8650
2023.05.03,15:00:00,1.10526,1.10585,1.10478,1.10478,5316
2023.05.03,16:00:00,1.10478,1.10528,1.10445,1.10468,2997
2023.05.03,17:00:00,1.10467,1.10529,1.10416,1.10491,3150
2023.05.03,18:00:00,1.10492,1.10916,1.10371,1.10599,22628
2023.05.03,19:00:00,1.106,1.10636,1.10404,1.10544,14278
2023.05.03,20:00:00,1.10544,1.10627,1.10515,1.10599,2501
2023.05.03,21:00:00,1.10599,1.1066,1.1059,1.10609,605
2023.05.03,22:00:00,1.10609,1.1078,1.10607,1.10679,4786
2023.05.03,23:00:00,1.10677,1.10727,1.1064,1.10685,3155
2023.05.04,00:00:00,1.10686,1.10872,1.10686,1.10757,3843
2023.05.04,01:00:00,1.10758,1.10841,1.10713,1.10814,4179
2023.05.04,02:00:00,1.10816,1.10875,1.10803,1.1084,2983
2023.05.04,03:00:00,1.10841,1.10858,1.10802,1.10812,1959
2023.05.04,04:00:00,1.10812,1.10873,1.10794,1.10814,1799
2023.05.04,05:00:00,1.10814,1.10878,1.10798,1.10839,2639
2023.05.04,06:00:00,1.10841,1.10917,1.10727,1.10753,6256
2023.05.04,07:00:00,1.10754,1.10767,1.10521,1.10578,8227
2023.05.04,08:00:00,1.10578,1.10579,1.10369,1.10404,6170
2023.05.04,09:00:00,1.10403,1.1056,1.10364,1.10549,5292
2023.05.04,10:00:00,1.10549,1.10632,1.1049,1.10605,5121
2023.05.04,11:00:00,1.10604,1.10765,1.10601,1.10743,5212
2023.05.04,12:00:00,1.10743,1.10842,1.10013,1.10093,16850
2023.05.04,13:00:00,1.10092,1.10552,1.10026,1.10238,16155
2023.05.04,14:00:00,1.1024,1.10382,1.0986,1.10008,15708
2023.05.04,15:00:00,1.10007,1.10137,1.09952,1.10082,10348
2023.05.04,16:00:00,1.10083,1.10304,1.10079,1.10246,6193
2023.05.04,17:00:00,1.10248,1.10315,1.10204,1.10216,4286
2023.05.04,18:00:00,1.10215,1.10225,1.10112,1.10158,3302
2023.05.04,19:00:00,1.10157,1.10199,1.10134,1.10146,2690
2023.05.04,20:00:00,1.10145,1.10154,1.101,1.1012,1576
2023.05.04,21:00:00,1.1012,1.10141,1.10113,1.10128,241
2023.05.04,22:00:00,1.10128,1.10212,1.10095,1.10211,1376
2023.05.04,23:00:00,1.10211,1.10244,1.10192,1.10229,1260
2023.05.05,00:00:00,1.10229,1.10295,1.10188,1.10248,1625
